plate,letters,numbers,region_code,description,forbidden,advantage,significance,region_name
Y084KK797,YKK,084,797,NAG,False,False,0,Moscow
C656MO797,CMO,656,797,NAG,False,False,0,Moscow
C737YC797,CYC,737,797,NAG,False,False,0,Moscow
A018BP550,ABP,018,550,NAG,False,False,0,Moscow Oblast
E911XA790,EXA,911,790,NAG,False,False,0,Moscow Oblast
C242BB197,CBB,242,197,NAG,False,False,0,Moscow
X828OX77,XOX,828,77,NAG,False,False,0,Moscow
P027PH797,PPH,027,797,NAG,False,False,0,Moscow
P040KT19,PKT,040,19,NAG,False,False,0,Republic of Khakassia
O003TB197,OTB,003,197,NAG,False,False,0,Moscow
P770KP77,PKP,770,77,NAG,False,False,0,Moscow
H777AO123,HAO,777,123,NAG,False,False,0,Krasnodar Krai
O779EP97,OEP,779,97,NAG,False,False,0,Moscow
C555KO54,CKO,555,54,NAG,False,False,0,Novosibirsk Oblast
A005EY77,AEY,005,77,NAG,False,False,0,Moscow
B700BB197,BBB,700,197,NAG,False,False,0,Moscow
M050BO777,MBO,050,777,NAG,False,False,0,Moscow
M989PK77,MPK,989,77,NAG,False,False,0,Moscow
T166HK30,THK,166,30,NAG,False,False,0,Astrakhan Oblast
A099XP01,AXP,099,01,NAG,False,False,0,Republic of Adygea
P888XH47,PXH,888,47,NAG,False,False,0,Leningrad Oblast
C076MH797,CMH,076,797,NAG,False,False,0,Moscow
T777PP97,TPP,777,97,NAG,False,False,0,Moscow
O636PH797,OPH,636,797,NAG,False,False,0,Moscow
T404EK799,TEK,404,799,NAG,False,False,0,Moscow
O808TY99,OTY,808,99,NAG,False,False,0,Moscow
E300EC190,EEC,300,190,NAG,False,False,0,Moscow Oblast
C991BX152,CBX,991,152,NAG,False,False,0,Nizhny Novgorod Oblast
A364BT550,ABT,364,550,NAG,False,False,0,Moscow Oblast
A066EP82,AEP,066,82,NAG,False,False,0,Republic of Crimea
A007BT82,ABT,007,82,NAG,False,False,0,Republic of Crimea
P367BO777,PBO,367,777,NAG,False,False,0,Moscow
P465AK977,PAK,465,977,NAG,False,False,0,Moscow
Y939AE550,YAE,939,550,NAG,False,False,0,Moscow Oblast
P074XE74,PXE,074,74,NAG,False,False,0,Chelyabinsk Oblast
A343AX977,AAX,343,977,NAG,False,False,0,Moscow
X001KM93,XKM,001,93,NAG,False,False,0,Krasnodar Krai
E959YE33,EYE,959,33,NAG,False,False,0,Vladimir Oblast
O808HO797,OHO,808,797,NAG,False,False,0,Moscow
C127OO799,COO,127,799,NAG,False,False,0,Moscow
O009BO777,OBO,009,777,NAG,False,False,0,Moscow
T818MH797,TMH,818,797,NAG,False,False,0,Moscow
C013YC05,CYC,013,05,NAG,False,False,0,Republic of Dagestan
K021OT147,KOT,021,147,NAG,False,False,0,Leningrad Oblast
T126OB797,TOB,126,797,NAG,False,False,0,Moscow
H800XH777,HXH,800,777,NAG,False,False,0,Moscow
K062KA977,KKA,062,977,NAG,False,False,0,Moscow
E999YP199,EYP,999,199,NAG,False,False,0,Moscow
O333OH33,OOH,333,33,NAG,False,False,0,Vladimir Oblast
K007AK190,KAK,007,190,NAG,False,False,0,Moscow Oblast
H006OP97,HOP,006,97,NAG,False,False,0,Moscow
M232AX977,MAX,232,977,NAG,False,False,0,Moscow
C733OP797,COP,733,797,NAG,False,False,0,Moscow
B770OB790,BOB,770,790,NAG,False,False,0,Moscow Oblast
O009BB790,OBB,009,790,NAG,False,False,0,Moscow Oblast
M019TK190,MTK,019,190,NAG,False,False,0,Moscow Oblast
A001PH82,APH,001,82,NAG,False,False,0,Republic of Crimea
X999PH790,XPH,999,790,NAG,False,False,0,Moscow Oblast
M555OA198,MOA,555,198,NAG,False,False,0,Saint Petersburg
P500MC43,PMC,500,43,NAG,False,False,0,Kirov Oblast
O041OB797,OOB,041,797,NAG,False,False,0,Moscow
H004EE197,HEE,004,197,NAG,False,False,0,Moscow
E008XM777,EXM,008,777,NAG,False,False,0,Moscow
M500CC799,MCC,500,799,NAG,False,False,0,Moscow
T021OC797,TOC,021,797,NAG,False,False,0,Moscow
C111HX777,CHX,111,777,NAG,False,False,0,Moscow
T111HA77,THA,111,77,NAG,False,False,0,Moscow
A409AB550,AAB,409,550,NAG,False,False,0,Moscow Oblast
Y110PY790,YPY,110,790,NAG,False,False,0,Moscow Oblast
M222MM99,MMM,222,99,NAG,False,False,0,Moscow
X040YB790,XYB,040,790,NAG,False,False,0,Moscow Oblast
X757OX98,XOX,757,98,NAG,False,False,0,Saint Petersburg
P003HH98,PHH,003,98,NAG,False,False,0,Saint Petersburg
Y868OE797,YOE,868,797,NAG,False,False,0,Moscow
P020BA550,PBA,020,550,NAG,False,False,0,Moscow Oblast
E303TT22,ETT,303,22,NAG,False,False,0,Altai Krai
A799CM79,ACM,799,79,NAG,False,False,0,Jewish Autonomous Oblast
H575CP124,HCP,575,124,NAG,False,False,0,Krasnoyarsk Krai
O177AX177,OAX,177,177,NAG,False,False,0,Moscow
X777TB77,XTB,777,77,NAG,False,False,0,Moscow
B008BE197,BBE,008,197,NAG,False,False,0,Moscow
K223OP797,KOP,223,797,NAG,False,False,0,Moscow
O707OH70,OOH,707,70,NAG,False,False,0,Tomsk Oblast
O105OO97,OOO,105,97,NAG,False,False,0,Moscow
M003TH150,MTH,003,150,NAG,False,False,0,Moscow Oblast
H222YC750,HYC,222,750,NAG,False,False,0,Moscow Oblast
K777PB177,KPB,777,177,NAG,False,False,0,Moscow
H228PK198,HPK,228,198,NAG,False,False,0,Saint Petersburg
P555YT36,PYT,555,36,NAG,False,False,0,Voronezh Oblast
E200PM797,EPM,200,797,NAG,False,False,0,Moscow
M020YK199,MYK,020,199,NAG,False,False,0,Moscow
O292MP142,OMP,292,142,NAG,False,False,0,Kemerovo Oblast
P097XX97,PXX,097,97,NAG,False,False,0,Moscow
O333HA190,OHA,333,190,NAG,False,False,0,Moscow Oblast
X991AM05,XAM,991,05,NAG,False,False,0,Republic of Dagestan
B666EX193,BEX,666,193,NAG,False,False,0,Krasnodar Krai
B303HX797,BHX,303,797,NAG,False,False,0,Moscow
P095KO799,PKO,095,799,NAG,False,False,0,Moscow
A353BT550,ABT,353,550,NAG,False,False,0,Moscow Oblast
H900ET977,HET,900,977,NAG,False,False,0,Moscow
M800EH777,MEH,800,777,NAG,False,False,0,Moscow
H202AO05,HAO,202,05,NAG,False,False,0,Republic of Dagestan
Y009AK197,YAK,009,197,NAG,False,False,0,Moscow
O555MP01,OMP,555,01,NAG,False,False,0,Republic of Adygea
K737CK702,KCK,737,702,NAG,False,False,0,Republic of Bashkortostan
B070HY150,BHY,070,150,NAG,False,False,0,Moscow Oblast
C300PO799,CPO,300,799,NAG,False,False,0,Moscow
M580KA977,MKA,580,977,NAG,False,False,0,Moscow
P505BX50,PBX,505,50,NAG,False,False,0,Moscow Oblast
X727XX77,XXX,727,77,Private individuals with connections in the traffic police,0,1,2,Moscow
B303HC37,BHC,303,37,NAG,False,False,0,Ivanovo Oblast
Y100HT193,YHT,100,193,NAG,False,False,0,Krasnodar Krai
Y063PT797,YPT,063,797,NAG,False,False,0,Moscow
A155PA155,APA,155,155,NAG,False,False,0,Omsk Oblast
B727HK797,BHK,727,797,NAG,False,False,0,Moscow
E002XK190,EXK,002,190,NAG,False,False,0,Moscow Oblast
A008HT196,AHT,008,196,NAG,False,False,0,Sverdlovsk Oblast
H540XH177,HXH,540,177,NAG,False,False,0,Moscow
O009OK190,OOK,009,190,NAG,False,False,0,Moscow Oblast
A121BE550,ABE,121,550,NAG,False,False,0,Moscow Oblast
X740OT797,XOT,740,797,NAG,False,False,0,Moscow
Y101KA777,YKA,101,777,NAG,False,False,0,Moscow
X388OO77,XOO,388,77,NAG,False,False,0,Moscow
P707KP193,PKP,707,193,NAG,False,False,0,Krasnodar Krai
A969KX977,AKX,969,977,NAG,False,False,0,Moscow
C008BO136,CBO,008,136,NAG,False,False,0,Voronezh Oblast
A876YO22,AYO,876,22,NAG,False,False,0,Altai Krai
P739OA797,POA,739,797,NAG,False,False,0,Moscow
K003OT190,KOT,003,190,NAG,False,False,0,Moscow Oblast
O007BC77,OBC,007,77,NAG,False,False,0,Moscow
O827CA47,OCA,827,47,NAG,False,False,0,Leningrad Oblast
X003BA777,XBA,003,777,NAG,False,False,0,Moscow
H001TH97,HTH,001,97,NAG,False,False,0,Moscow
T777MX190,TMX,777,190,NAG,False,False,0,Moscow Oblast
O900AA799,OAA,900,799,NAG,False,False,0,Moscow
M111TE197,MTE,111,197,NAG,False,False,0,Moscow
P777OT177,POT,777,177,NAG,False,False,0,Moscow
A333YK86,AYK,333,86,NAG,False,False,0,Khanty-Mansi Autonomous Okrug
O100BC550,OBC,100,550,NAG,False,False,0,Moscow Oblast
A007KM750,AKM,007,750,NAG,False,False,0,Moscow Oblast
A151PA199,APA,151,199,NAG,False,False,0,Moscow
C008HB39,CHB,008,39,NAG,False,False,0,Kaliningrad Oblast
E727KE126,EKE,727,126,NAG,False,False,0,Stavropol Krai
A066XK797,AXK,066,797,NAG,False,False,0,Moscow
M888EX777,MEX,888,777,NAG,False,False,0,Moscow
A629BP977,ABP,629,977,NAG,False,False,0,Moscow
M322KY977,MKY,322,977,NAG,False,False,0,Moscow
K125TB797,KTB,125,797,NAG,False,False,0,Moscow
M817OO797,MOO,817,797,NAG,False,False,0,Moscow
B777KT77,BKT,777,77,NAG,False,False,0,Moscow
C268CC177,CCC,268,177,NAG,False,False,0,Moscow
K573PA197,KPA,573,197,NAG,False,False,0,Moscow
A973MO150,AMO,973,150,NAG,False,False,0,Moscow Oblast
X065HB797,XHB,065,797,NAG,False,False,0,Moscow
B467KP777,BKP,467,777,NAG,False,False,0,Moscow
O242MO18,OMO,242,18,NAG,False,False,0,Udmurt Republic
A676YE77,AYE,676,77,NAG,False,False,0,Moscow
A177PO797,APO,177,797,NAG,False,False,0,Moscow
K911TO164,KTO,911,164,NAG,False,False,0,Saratov Oblast
Y332MM797,YMM,332,797,NAG,False,False,0,Moscow
Y757CT777,YCT,757,777,NAG,False,False,0,Moscow
M808TK797,MTK,808,797,NAG,False,False,0,Moscow
B707KB790,BKB,707,790,NAG,False,False,0,Moscow Oblast
H424OT797,HOT,424,797,NAG,False,False,0,Moscow
X528XX150,XXX,528,150,NAG,False,False,0,Moscow Oblast
Y888AP790,YAP,888,790,NAG,False,False,0,Moscow Oblast
T282EK977,TEK,282,977,NAG,False,False,0,Moscow
K374KK31,KKK,374,31,NAG,False,False,0,Belgorod Oblast
B011OP177,BOP,011,177,NAG,False,False,0,Moscow
P777AK99,PAK,777,99,NAG,False,False,0,Moscow
O555EP97,OEP,555,97,NAG,False,False,0,Moscow
P067EO977,PEO,067,977,NAG,False,False,0,Moscow
E444BX50,EBX,444,50,NAG,False,False,0,Moscow Oblast
C994CC177,CCC,994,177,NAG,False,False,0,Moscow
E462CP790,ECP,462,790,NAG,False,False,0,Moscow Oblast
K888TP54,KTP,888,54,NAG,False,False,0,Novosibirsk Oblast
H025TE97,HTE,025,97,NAG,False,False,0,Moscow
H303BP126,HBP,303,126,NAG,False,False,0,Stavropol Krai
K808PC28,KPC,808,28,NAG,False,False,0,Amur Oblast
A101YK123,AYK,101,123,NAG,False,False,0,Krasnodar Krai
H071MA797,HMA,071,797,NAG,False,False,0,Moscow
Y060AA550,YAA,060,550,NAG,False,False,0,Moscow Oblast
B141MB89,BMB,141,89,NAG,False,False,0,Yamalo-Nenets Autonomous Okrug
A276MP95,AMP,276,95,NAG,False,False,0,Chechen Republic
Y070XM777,YXM,070,777,NAG,False,False,0,Moscow
O717CC123,OCC,717,123,NAG,False,False,0,Krasnodar Krai
E717YX777,EYX,717,777,NAG,False,False,0,Moscow
K033CC164,KCC,033,164,NAG,False,False,0,Saratov Oblast
C093CP198,CCP,093,198,NAG,False,False,0,Saint Petersburg
C999OP190,COP,999,190,NAG,False,False,0,Moscow Oblast
O838HC797,OHC,838,797,NAG,False,False,0,Moscow
A876AE797,AAE,876,797,NAG,False,False,0,Moscow
K222CP134,KCP,222,134,NAG,False,False,0,Volgograd Oblast
M935MM48,MMM,935,48,NAG,False,False,0,Lipetsk Oblast
A202TE797,ATE,202,797,NAG,False,False,0,Moscow
O300TC77,OTC,300,77,NAG,False,False,0,Moscow
T006OT90,TOT,006,90,NAG,False,False,0,Moscow Oblast
M700TB763,MTB,700,763,NAG,False,False,0,Samara Oblast
X158XX75,XXX,158,75,NAG,False,False,0,Zabaykalsky Krai
K020EE77,KEE,020,77,NAG,False,False,0,Moscow
E445EE15,EEE,445,15,NAG,False,False,0,Republic of North Ossetia
O999TO150,OTO,999,150,NAG,False,False,0,Moscow Oblast
P898ET77,PET,898,77,NAG,False,False,0,Moscow
P454BY550,PBY,454,550,NAG,False,False,0,Moscow Oblast
K006PC75,KPC,006,75,NAG,False,False,0,Zabaykalsky Krai
A789EO797,AEO,789,797,NAG,False,False,0,Moscow
E666OP777,EOP,666,777,NAG,False,False,0,Moscow
T062OM797,TOM,062,797,NAG,False,False,0,Moscow
Y008OK750,YOK,008,750,NAG,False,False,0,Moscow Oblast
H146OT46,HOT,146,46,NAG,False,False,0,Kursk Oblast
E770PY77,EPY,770,77,NAG,False,False,0,Moscow
T030ME72,TME,030,72,NAG,False,False,0,Tyumen Oblast
K746OT790,KOT,746,790,NAG,False,False,0,Moscow Oblast
O772MP77,OMP,772,77,"Partially Government of Russia, banks, and private individuals with connections in the traffic police",0,1,2,Moscow
X777BH50,XBH,777,50,NAG,False,False,0,Moscow Oblast
X100KA799,XKA,100,799,NAG,False,False,0,Moscow
M054MM190,MMM,054,190,NAG,False,False,0,Moscow Oblast
O500XA38,OXA,500,38,NAG,False,False,0,Irkutsk Oblast
H353KH977,HKH,353,977,NAG,False,False,0,Moscow
X555MB42,XMB,555,42,NAG,False,False,0,Kemerovo Oblast
M101MK33,MMK,101,33,NAG,False,False,0,Vladimir Oblast
T999OH777,TOH,999,777,NAG,False,False,0,Moscow
E706KP77,EKP,706,77,NAG,False,False,0,Moscow
E179BM199,EBM,179,199,NAG,False,False,0,Moscow
C001TA790,CTA,001,790,NAG,False,False,0,Moscow Oblast
M330KX797,MKX,330,797,NAG,False,False,0,Moscow
P007XH777,PXH,007,777,NAG,False,False,0,Moscow
T727EX97,TEX,727,97,NAG,False,False,0,Moscow
T092YC790,TYC,092,790,NAG,False,False,0,Moscow Oblast
K282HB797,KHB,282,797,NAG,False,False,0,Moscow
O597BO977,OBO,597,977,NAG,False,False,0,Moscow
A180XM797,AXM,180,797,NAG,False,False,0,Moscow
M379MM190,MMM,379,190,NAG,False,False,0,Moscow Oblast
T888HK193,THK,888,193,NAG,False,False,0,Krasnodar Krai
K777HO150,KHO,777,150,NAG,False,False,0,Moscow Oblast
M666YB777,MYB,666,777,NAG,False,False,0,Moscow
A083TK790,ATK,083,790,NAG,False,False,0,Moscow Oblast
B444OA116,BOA,444,116,NAG,False,False,0,Republic of Tatarstan
P929TE797,PTE,929,797,NAG,False,False,0,Moscow
B086PC797,BPC,086,797,NAG,False,False,0,Moscow
H232HH150,HHH,232,150,NAG,False,False,0,Moscow Oblast
X444YM77,XYM,444,77,NAG,False,False,0,Moscow
A777HC199,AHC,777,199,NAG,False,False,0,Moscow
X307XH799,XXH,307,799,NAG,False,False,0,Moscow
C555EC197,CEC,555,197,NAG,False,False,0,Moscow
K170OT797,KOT,170,797,NAG,False,False,0,Moscow
B896AY977,BAY,896,977,NAG,False,False,0,Moscow
B600MB797,BMB,600,797,NAG,False,False,0,Moscow
O358OO05,OOO,358,05,NAG,False,False,0,Republic of Dagestan
H035HO797,HHO,035,797,NAG,False,False,0,Moscow
B885XM43,BXM,885,43,NAG,False,False,0,Kirov Oblast
M750BO50,MBO,750,50,NAG,False,False,0,Moscow Oblast
Y767TM797,YTM,767,797,NAG,False,False,0,Moscow
M051MM26,MMM,051,26,NAG,False,False,0,Stavropol Krai
K012PY790,KPY,012,790,NAG,False,False,0,Moscow Oblast
C991YY05,CYY,991,05,NAG,False,False,0,Republic of Dagestan
P707EM32,PEM,707,32,NAG,False,False,0,Bryansk Oblast
C087AB250,CAB,087,250,NAG,False,False,0,Moscow Oblast
T777XA26,TXA,777,26,NAG,False,False,0,Stavropol Krai
K511KK77,KKK,511,77,NAG,False,False,0,Moscow
A431MP77,AMP,431,77,Partially Government of Russia,0,1,8,Moscow
Y076HB797,YHB,076,797,NAG,False,False,0,Moscow
Y999KX77,YKX,999,77,NAG,False,False,0,Moscow
Y005KX750,YKX,005,750,NAG,False,False,0,Moscow Oblast
M228AO126,MAO,228,126,NAG,False,False,0,Stavropol Krai
B600AT06,BAT,600,06,NAG,False,False,0,Republic of Ingushetia
Y500XT77,YXT,500,77,NAG,False,False,0,Moscow
E595EX122,EEX,595,122,NAG,False,False,0,Altai Krai
M007MX26,MMX,007,26,NAG,False,False,0,Stavropol Krai
X997HX799,XHX,997,799,NAG,False,False,0,Moscow
M785MM150,MMM,785,150,NAG,False,False,0,Moscow Oblast
E888HB150,EHB,888,150,NAG,False,False,0,Moscow Oblast
X224AH774,XAH,224,774,NAG,False,False,0,Chelyabinsk Oblast
C202TO93,CTO,202,93,NAG,False,False,0,Krasnodar Krai
K939TK790,KTK,939,790,NAG,False,False,0,Moscow Oblast
Y099OO797,YOO,099,797,NAG,False,False,0,Moscow
B123OP82,BOP,123,82,NAG,False,False,0,Republic of Crimea
Y001TX790,YTX,001,790,NAG,False,False,0,Moscow Oblast
B525YB123,BYB,525,123,NAG,False,False,0,Krasnodar Krai
A484HX190,AHX,484,190,NAG,False,False,0,Moscow Oblast
H800MA797,HMA,800,797,NAG,False,False,0,Moscow
T848XY790,TXY,848,790,NAG,False,False,0,Moscow Oblast
A024BK550,ABK,024,550,NAG,False,False,0,Moscow Oblast
O984TA797,OTA,984,797,NAG,False,False,0,Moscow
M692MM197,MMM,692,197,NAG,False,False,0,Moscow
K818TT797,KTT,818,797,NAG,False,False,0,Moscow
Y069PP797,YPP,069,797,NAG,False,False,0,Moscow
E534EE150,EEE,534,150,NAG,False,False,0,Moscow Oblast
C009TT177,CTT,009,177,NAG,False,False,0,Moscow
O053MP77,OMP,053,77,"Partially Government of Russia, banks, and private individuals with connections in the traffic police",0,1,2,Moscow
B888YO196,BYO,888,196,NAG,False,False,0,Sverdlovsk Oblast
Y088PE797,YPE,088,797,NAG,False,False,0,Moscow
A491YE777,AYE,491,777,NAG,False,False,0,Moscow
P026PP26,PPP,026,26,NAG,False,False,0,Stavropol Krai
B122KB977,BKB,122,977,NAG,False,False,0,Moscow
A058MP161,AMP,058,161,NAG,False,False,0,Rostov Oblast
B200MC37,BMC,200,37,NAG,False,False,0,Ivanovo Oblast
Y979MT790,YMT,979,790,NAG,False,False,0,Moscow Oblast
A002YK09,AYK,002,09,NAG,False,False,0,Karachay-Cherkess Republic
P660OB797,POB,660,797,NAG,False,False,0,Moscow
P908KO977,PKO,908,977,NAG,False,False,0,Moscow
C095YM790,CYM,095,790,NAG,False,False,0,Moscow Oblast
O331TT33,OTT,331,33,NAG,False,False,0,Vladimir Oblast
Y242CY199,YCY,242,199,NAG,False,False,0,Moscow
X001BM790,XBM,001,790,NAG,False,False,0,Moscow Oblast
H555CB90,HCB,555,90,NAG,False,False,0,Moscow Oblast
Y088PH199,YPH,088,199,NAG,False,False,0,Moscow
X002PX197,XPX,002,197,NAG,False,False,0,Moscow
H008PA77,HPA,008,77,NAG,False,False,0,Moscow
B006OK150,BOK,006,150,NAG,False,False,0,Moscow Oblast
A808BO98,ABO,808,98,NAG,False,False,0,Saint Petersburg
B420MB799,BMB,420,799,NAG,False,False,0,Moscow
H050AB550,HAB,050,550,NAG,False,False,0,Moscow Oblast
O023AX790,OAX,023,790,NAG,False,False,0,Moscow Oblast
T424HE797,THE,424,797,NAG,False,False,0,Moscow
K727BB74,KBB,727,74,NAG,False,False,0,Chelyabinsk Oblast
P888MP38,PMP,888,38,NAG,False,False,0,Irkutsk Oblast
K032TY777,KTY,032,777,NAG,False,False,0,Moscow
E672EE197,EEE,672,197,NAG,False,False,0,Moscow
H370HX797,HHX,370,797,NAG,False,False,0,Moscow
X636EE199,XEE,636,199,NAG,False,False,0,Moscow
K999MA177,KMA,999,177,NAG,False,False,0,Moscow
O700EB134,OEB,700,134,NAG,False,False,0,Volgograd Oblast
O679AB550,OAB,679,550,NAG,False,False,0,Moscow Oblast
X888HE97,XHE,888,97,NAG,False,False,0,Moscow
A930MM99,AMM,930,99,"Partially plates of Moscow City Duma deputies, police",0,1,4,Moscow
B202XX89,BXX,202,89,NAG,False,False,0,Yamalo-Nenets Autonomous Okrug
Y900XH77,YXH,900,77,NAG,False,False,0,Moscow
O747PP790,OPP,747,790,NAG,False,False,0,Moscow Oblast
P727AY777,PAY,727,777,NAG,False,False,0,Moscow
B885BX550,BBX,885,550,NAG,False,False,0,Moscow Oblast
P707PO33,PPO,707,33,NAG,False,False,0,Vladimir Oblast
T200AP199,TAP,200,199,NAG,False,False,0,Moscow
M555YE10,MYE,555,10,NAG,False,False,0,Republic of Karelia
A725KY797,AKY,725,797,NAG,False,False,0,Moscow
O469OO199,OOO,469,199,NAG,False,False,0,Moscow
O929CM797,OCM,929,797,NAG,False,False,0,Moscow
T363TH797,TTH,363,797,NAG,False,False,0,Moscow
E007KY147,EKY,007,147,NAG,False,False,0,Leningrad Oblast
B777BE193,BBE,777,193,NAG,False,False,0,Krasnodar Krai
C970OO777,COO,970,777,NAG,False,False,0,Moscow
H820TM797,HTM,820,797,NAG,False,False,0,Moscow
B400TT174,BTT,400,174,NAG,False,False,0,Chelyabinsk Oblast
B887OP27,BOP,887,27,NAG,False,False,0,Khabarovsk Krai
C532AP550,CAP,532,550,NAG,False,False,0,Moscow Oblast
Y777TA25,YTA,777,25,NAG,False,False,0,Primorsky Krai
X111OT790,XOT,111,790,NAG,False,False,0,Moscow Oblast
B644HY30,BHY,644,30,NAG,False,False,0,Astrakhan Oblast
H999XP750,HXP,999,750,NAG,False,False,0,Moscow Oblast
E004EE150,EEE,004,150,NAG,False,False,0,Moscow Oblast
Y099CY797,YCY,099,797,NAG,False,False,0,Moscow
A454AK550,AAK,454,550,NAG,False,False,0,Moscow Oblast
Y005BK190,YBK,005,190,NAG,False,False,0,Moscow Oblast
Y500MK05,YMK,500,05,NAG,False,False,0,Republic of Dagestan
X282YA790,XYA,282,790,NAG,False,False,0,Moscow Oblast
E060HY70,EHY,060,70,NAG,False,False,0,Tomsk Oblast
B688TC797,BTC,688,797,NAG,False,False,0,Moscow
C231CC77,CCC,231,77,"Partially Central Special Communication, Courier Service, Ministry of Communications",0,1,3,Moscow
A919CA177,ACA,919,177,NAG,False,False,0,Moscow
O464PA797,OPA,464,797,NAG,False,False,0,Moscow
A300HA28,AHA,300,28,NAG,False,False,0,Amur Oblast
M665AX977,MAX,665,977,NAG,False,False,0,Moscow
P041OK797,POK,041,797,NAG,False,False,0,Moscow
H090MX761,HMX,090,761,NAG,False,False,0,Rostov Oblast
P555AA750,PAA,555,750,NAG,False,False,0,Moscow Oblast
P404YC178,PYC,404,178,NAG,False,False,0,Saint Petersburg
A808AM550,AAM,808,550,NAG,False,False,0,Moscow Oblast
E787MY777,EMY,787,777,NAG,False,False,0,Moscow
B667TK797,BTK,667,797,NAG,False,False,0,Moscow
H800PC97,HPC,800,97,NAG,False,False,0,Moscow
X444KP197,XKP,444,197,NAG,False,False,0,Moscow
H354XH77,HXH,354,77,NAG,False,False,0,Moscow
Y999EE38,YEE,999,38,NAG,False,False,0,Irkutsk Oblast
X222YE777,XYE,222,777,NAG,False,False,0,Moscow
P003MK777,PMK,003,777,NAG,False,False,0,Moscow
P600YY77,PYY,600,77,NAG,False,False,0,Moscow
A013YE77,AYE,013,77,NAG,False,False,0,Moscow
P001AM790,PAM,001,790,NAG,False,False,0,Moscow Oblast
K362OH797,KOH,362,797,NAG,False,False,0,Moscow
A730PH797,APH,730,797,NAG,False,False,0,Moscow
E600PP799,EPP,600,799,NAG,False,False,0,Moscow
B227EK777,BEK,227,777,NAG,False,False,0,Moscow
A414BT550,ABT,414,550,NAG,False,False,0,Moscow Oblast
K699KK197,KKK,699,197,NAG,False,False,0,Moscow
K300EE147,KEE,300,147,NAG,False,False,0,Leningrad Oblast
C888TM750,CTM,888,750,NAG,False,False,0,Moscow Oblast
M101YY97,MYY,101,97,NAG,False,False,0,Moscow
A863AA97,AAA,863,97,NAG,False,False,0,Moscow
T004HO93,THO,004,93,NAG,False,False,0,Krasnodar Krai
B686XT790,BXT,686,790,NAG,False,False,0,Moscow Oblast
K209KB977,KKB,209,977,NAG,False,False,0,Moscow
X099PY790,XPY,099,790,NAG,False,False,0,Moscow Oblast
P828PY797,PPY,828,797,NAG,False,False,0,Moscow
K009TC197,KTC,009,197,NAG,False,False,0,Moscow
Y098TE797,YTE,098,797,NAG,False,False,0,Moscow
M006PA199,MPA,006,199,NAG,False,False,0,Moscow
O700HX199,OHX,700,199,NAG,False,False,0,Moscow
H474TM797,HTM,474,797,NAG,False,False,0,Moscow
C200MC797,CMC,200,797,NAG,False,False,0,Moscow
K690KK71,KKK,690,71,NAG,False,False,0,Tula Oblast
H778BA977,HBA,778,977,NAG,False,False,0,Moscow
M900KK199,MKK,900,199,NAG,False,False,0,Moscow
E004YK186,EYK,004,186,NAG,False,False,0,Khanty-Mansi Autonomous Okrug
X063EB977,XEB,063,977,NAG,False,False,0,Moscow
O700BO126,OBO,700,126,NAG,False,False,0,Stavropol Krai
K616CC50,KCC,616,50,NAG,False,False,0,Moscow Oblast
E858KB33,EKB,858,33,NAG,False,False,0,Vladimir Oblast
X718TK797,XTK,718,797,NAG,False,False,0,Moscow
A003BT190,ABT,003,190,NAG,False,False,0,Moscow Oblast
E004YK97,EYK,004,97,NAG,False,False,0,Moscow
H199EE177,HEE,199,177,NAG,False,False,0,Moscow
E161PK193,EPK,161,193,NAG,False,False,0,Krasnodar Krai
T977PH777,TPH,977,777,NAG,False,False,0,Moscow
C353CO77,CCO,353,77,NAG,False,False,0,Moscow
X800TY750,XTY,800,750,NAG,False,False,0,Moscow Oblast
Y030YC90,YYC,030,90,NAG,False,False,0,Moscow Oblast
A559AC142,AAC,559,142,NAG,False,False,0,Kemerovo Oblast
M823TP797,MTP,823,797,NAG,False,False,0,Moscow
E070TT09,ETT,070,09,NAG,False,False,0,Karachay-Cherkess Republic
X707EM777,XEM,707,777,NAG,False,False,0,Moscow
Y431YY150,YYY,431,150,NAG,False,False,0,Moscow Oblast
B031PM797,BPM,031,797,NAG,False,False,0,Moscow
M371MM71,MMM,371,71,NAG,False,False,0,Tula Oblast
X794TX797,XTX,794,797,NAG,False,False,0,Moscow
P444TA777,PTA,444,777,NAG,False,False,0,Moscow
H566CC797,HCC,566,797,NAG,False,False,0,Moscow
C444OM76,COM,444,76,NAG,False,False,0,Yaroslavl Oblast
E222OM790,EOM,222,790,NAG,False,False,0,Moscow Oblast
Y911TY790,YTY,911,790,NAG,False,False,0,Moscow Oblast
A088YB797,AYB,088,797,NAG,False,False,0,Moscow
X150MT150,XMT,150,150,NAG,False,False,0,Moscow Oblast
O600HM150,OHM,600,150,NAG,False,False,0,Moscow Oblast
E002XK777,EXK,002,777,NAG,False,False,0,Moscow
M799KE977,MKE,799,977,NAG,False,False,0,Moscow
M397MM22,MMM,397,22,NAG,False,False,0,Altai Krai
M277KA977,MKA,277,977,NAG,False,False,0,Moscow
Y363OY797,YOY,363,797,NAG,False,False,0,Moscow
K300XX790,KXX,300,790,NAG,False,False,0,Moscow Oblast
X043YK790,XYK,043,790,NAG,False,False,0,Moscow Oblast
T100BM750,TBM,100,750,NAG,False,False,0,Moscow Oblast
A177PP199,APP,177,199,NAG,False,False,0,Moscow
B600OA177,BOA,600,177,NAG,False,False,0,Moscow
